TrackId,Name,AlbumId,GenreId,Composer,Milliseconds
800,Fire In The Basement,64,1,"Blackmore, Glover, Turner, Lord, Paice",283977
801,Truth Hurts,64,1,"Blackmore, Glover, Turner",314827
802,Breakfast In Bed,64,1,"Blackmore, Glover, Turner",317126
803,Love Conquers All,64,1,"Blackmore, Glover, Turner",227186
804,Fortuneteller,64,1,"Blackmore, Glover, Turner, Lord, Paice",349335
805,Too Much Is Not Enough,64,1,"Turner, Held, Greenwood",257724
806,Wicked Ways,64,1,"Blackmore, Glover, Turner, Lord, Paice",393691
807,Stormbringer,65,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,246413
808,"Love Don't Mean a Thing",65,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862
809,Holy Man,65,1,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,270236
810,Hold On,65,1,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,306860
811,Lady Double Dealer,65,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,201482
812,"You Can't Do it Right (With the One You Love)",65,1,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,203755
813,High Ball Shooter,65,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833
814,The Gypsy,65,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,242886
815,Soldier Of Fortune,65,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,193750
816,The Battle Rages On,66,1,ian paice/jon lord,356963
817,Lick It Up,66,1,roger glover,240274
818,Anya,66,1,jon lord/roger glover,392437
819,Talk About Love,66,1,roger glover,247823
820,Time To Kill,66,1,roger glover,351033
821,Ramshackle Man,66,1,roger glover,334445
822,A Twist In The Tail,66,1,roger glover,257462
823,Nasty Piece Of Work,66,1,jon lord/roger glover,276662
824,Solitaire,66,1,roger glover,282226
825,"One Man's Meat",66,1,roger glover,278804
826,Pour Some Sugar On Me,67,1,"",292519
827,Photograph,67,1,"",248633
828,Love Bites,67,1,"",346853
829,"Let's Get Rocked",67,1,"",296019
830,Two Steps Behind [Acoustic Version],67,1,"",259787
831,Animal,67,1,"",244741
832,Heaven Is,67,1,"",214021
833,Rocket,67,1,"",247248
834,When Love & Hate Collide,67,1,"",257280
835,Action,67,1,"",220604
836,Make Love Like A Man,67,1,"",255660
837,Armageddon It,67,1,"",322455
838,Have You Ever Needed Someone So Bad,67,1,"",319320
839,Rock Of Ages,67,1,"",248424
840,Hysteria,67,1,"",355056
841,"Bringin' On The Heartbreak",67,1,"",272457
842,Roll Call,68,2,Jim Beard,321358
843,Otay,68,2,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",423653
844,Groovus Interruptus,68,2,Jim Beard,319373
845,Paris On Mine,68,2,Jon Herington,368875
846,In Time,68,2,Sylvester Stewart,368953
847,Plan B,68,2,"Dean Brown, Dennis Chambers & Jim Beard",272039
848,Outbreak,68,2,Jim Beard & Jon Herington,659226
849,"Baltimore, DC",68,2,John Scofield,346932
850,Talkin Loud and Saying Nothin,68,2,James Brown & Bobby Byrd,360411
891,Layla,72,6,Clapton/Gordon,430733
892,Badge,72,6,Clapton/Harrison,163552
893,I Feel Free,72,6,Bruce/Clapton,174576
894,Sunshine Of Your Love,72,6,Bruce/Clapton,252891
895,Crossroads,72,6,Clapton/Robert Johnson Arr: Eric Clapton,253335
896,Strange Brew,72,6,Clapton/Collins/Pappalardi,167810
897,White Room,72,6,Bruce/Clapton,301583
898,Bell Bottom Blues,72,6,Clapton,304744
899,Cocaine,72,6,Cale/Clapton,215928
900,I Shot The Sheriff,72,6,Marley,263862
901,After Midnight,72,6,Clapton/J. J. Cale,191320
902,Swing Low Sweet Chariot,72,6,Clapton/Trad. Arr. Clapton,208143
903,Lay Down Sally,72,6,Clapton/Levy,231732
904,Knockin On Heavens Door,72,6,Clapton/Dylan,264411
905,Wonderful Tonight,72,6,Clapton,221387
906,Let It Grow,72,6,Clapton,297064
907,Promises,72,6,Clapton/F.eldman/Linn,180401
908,"I Can't Stand It",72,6,Clapton,249730
909,Signe,73,6,Eric Clapton,193515
910,Before You Accuse Me,73,6,Eugene McDaniel,224339
911,Hey Hey,73,6,Big Bill Broonzy,196466
912,Tears In Heaven,73,6,"Eric Clapton, Will Jennings",274729
913,Lonely Stranger,73,6,Eric Clapton,328724
914,"Nobody Knows You When You're Down & Out",73,6,Jimmy Cox,231836
915,Layla,73,6,"Eric Clapton, Jim Gordon",285387
916,Running On Faith,73,6,Jerry Lynn Williams,378984
917,"Walkin' Blues",73,6,Robert Johnson,226429
918,Alberta,73,6,Traditional,222406
919,San Francisco Bay Blues,73,6,Jesse Fuller,203363
920,Malted Milk,73,6,Robert Johnson,216528
921,Old Love,73,6,"Eric Clapton, Robert Cray",472920
922,"Rollin' And Tumblin'",73,6,McKinley Morgenfield (Muddy Waters),251768
923,Collision,74,4,Jon Hudson/Mike Patton,204303
924,Stripsearch,74,4,Jon Hudson/Mike Bordin/Mike Patton,270106
925,Last Cup Of Sorrow,74,4,Bill Gould/Mike Patton,251663
926,Naked In Front Of The Computer,74,4,Mike Patton,128757
927,Helpless,74,4,Bill Gould/Mike Bordin/Mike Patton,326217
928,Mouth To Mouth,74,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,228493
929,Ashes To Ashes,74,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,217391
930,She Loves Me Not,74,4,Bill Gould/Mike Bordin/Mike Patton,209867
931,Got That Feeling,74,4,Mike Patton,140852
932,Paths Of Glory,74,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,257253
933,Home Sick Home,74,4,Mike Patton,119040
934,Pristina,74,4,Bill Gould/Mike Patton,232698
935,Land Of Sunshine,75,4,"",223921
936,Caffeine,75,4,"",267937
937,Midlife Crisis,75,4,"",263235
938,RV,75,4,"",223242
939,Smaller And Smaller,75,4,"",310831
940,"Everything's Ruined",75,4,"",273658
941,Malpractice,75,4,"",241371
942,Kindergarten,75,4,"",270680
943,Be Aggressive,75,4,"",222432
944,A Small Victory,75,4,"",297168
945,Crack Hitler,75,4,"",279144
946,Jizzlobber,75,4,"",398341
947,Midnight Cowboy,75,4,"",251924
948,Easy,75,4,"",185835
949,Get Out,76,1,"Mike Bordin, Billy Gould, Mike Patton",137482
950,Ricochet,76,1,"Mike Bordin, Billy Gould, Mike Patton",269400
951,Evidence,76,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",293590
952,The Gentle Art Of Making Enemies,76,1,"Mike Bordin, Billy Gould, Mike Patton",209319
953,Star A.D.,76,1,"Mike Bordin, Billy Gould, Mike Patton",203807
954,Cuckoo For Caca,76,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",222902
955,Caralho Voador,76,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",242102
956,Ugly In The Morning,76,1,"Mike Bordin, Billy Gould, Mike Patton",186435
957,Digging The Grave,76,1,"Mike Bordin, Billy Gould, Mike Patton",185129
958,Take This Bottle,76,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",298997
959,King For A Day,76,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",395859
960,What A Day,76,1,"Mike Bordin, Billy Gould, Mike Patton",158275
961,The Last To Know,76,1,"Mike Bordin, Billy Gould, Mike Patton",267833
962,Just A Man,76,1,"Mike Bordin, Billy Gould, Mike Patton",336666
963,Absolute Zero,76,1,"Mike Bordin, Billy Gould, Mike Patton",181995
964,From Out Of Nowhere,77,4,Faith No More,202527
965,Epic,77,4,Faith No More,294008
966,Falling To Pieces,77,4,Faith No More,316055
967,"Surprise! You're Dead!",77,4,Faith No More,147226
968,Zombie Eaters,77,4,Faith No More,360881
969,The Real Thing,77,4,Faith No More,493635
970,Underwater Love,77,4,Faith No More,231993
971,The Morning After,77,4,Faith No More,223764
972,Woodpecker From Mars,77,4,Faith No More,340532
973,War Pigs,77,4,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",464770
974,Edge Of The World,77,4,Faith No More,250357
989,In Your Honor,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",230191
990,No Way Back,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",196675
991,Best Of You,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",255712
992,DOA,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",252186
993,Hell,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",117080
994,The Last Song,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523
995,Free Me,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",278700
996,Resolve,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",288731
997,The Deepest Blues Are Black,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",238419
998,End Over End,79,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",352078
999,Still,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",313182
1000,What If I Do?,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994
1001,Miracle,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",209684
1002,Another Round,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",265848
1003,Friend Of A Friend,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",193280
1004,Over And Out,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",316264
1005,On The Mend,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",271908
1006,Virginia Moon,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198
1007,Cold Day In The Sun,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",200724
1008,Razor,80,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",293276
1009,All My Life,81,4,Foo Fighters,263653
1010,Low,81,4,Foo Fighters,268120
1011,Have It All,81,4,Foo Fighters,298057
1012,Times Like These,81,4,Foo Fighters,266370
1013,Disenchanted Lullaby,81,4,Foo Fighters,273528
1014,Tired Of You,81,4,Foo Fighters,311353
1015,Halo,81,4,Foo Fighters,306442
1016,Lonely As You,81,4,Foo Fighters,277185
1017,Overdrive,81,4,Foo Fighters,270550
1018,Burn Away,81,4,Foo Fighters,298396
1019,Come Back,81,4,Foo Fighters,469968
1020,Doll,82,1,"Dave, Taylor, Nate, Chris",83487
1021,Monkey Wrench,82,1,"Dave, Taylor, Nate, Chris",231523
1022,"Hey, Johnny Park!",82,1,"Dave, Taylor, Nate, Chris",248528
1023,My Poor Brain,82,1,"Dave, Taylor, Nate, Chris",213446
1024,Wind Up,82,1,"Dave, Taylor, Nate, Chris",152163
1025,Up In Arms,82,1,"Dave, Taylor, Nate, Chris",135732
1026,My Hero,82,1,"Dave, Taylor, Nate, Chris",260101
1027,See You,82,1,"Dave, Taylor, Nate, Chris",146782
1028,Enough Space,82,1,Dave Grohl,157387
1029,February Stars,82,1,"Dave, Taylor, Nate, Chris",289306
1030,Everlong,82,1,Dave Grohl,250749
1031,Walking After You,82,1,Dave Grohl,303856
1032,New Way Home,82,1,"Dave, Taylor, Nate, Chris",342230
1033,My Way,83,12,claude françois/gilles thibault/jacques revaux/paul anka,275879
1034,Strangers In The Night,83,12,berthold kaempfert/charles singleton/eddie snyder,155794
1035,"New York, New York",83,12,fred ebb/john kander,206001
1036,I Get A Kick Out Of You,83,12,cole porter,194429
1037,Something Stupid,83,12,carson c. parks,158615
1038,Moon River,83,12,henry mancini/johnny mercer,198922
1039,What Now My Love,83,12,carl sigman/gilbert becaud/pierre leroyer,149995
1040,Summer Love,83,12,hans bradtke/heinz meier/johnny mercer,174994
1041,For Once In My Life,83,12,orlando murden/ronald miller,171154
1042,Love And Marriage,83,12,jimmy van heusen/sammy cahn,89730
1043,"They Can't Take That Away From Me",83,12,george gershwin/ira gershwin,161227
1044,My Kind Of Town,83,12,jimmy van heusen/sammy cahn,188499
1045,Fly Me To The Moon,83,12,bart howard,149263
1046,"I've Got You Under My Skin",83,12,cole porter,210808
1047,The Best Is Yet To Come,83,12,carolyn leigh/cy coleman,173583
1048,It Was A Very Good Year,83,12,ervin drake,266605
1049,Come Fly With Me,83,12,jimmy van heusen/sammy cahn,190458
1050,"That's Life",83,12,dean kay thompson/kelly gordon,187010
1051,The Girl From Ipanema,83,12,antonio carlos jobim/norman gimbel/vinicius de moraes,193750
1052,The Lady Is A Tramp,83,12,lorenz hart/richard rodgers,184111
1053,"Bad, Bad Leroy Brown",83,12,jim croce,169900
1054,Mack The Knife,83,12,bert brecht/kurt weill/marc blitzstein,292075
1055,Loves Been Good To Me,83,12,rod mckuen,203964
1056,L.A. Is My Lady,83,12,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,193175
1105,A Novidade,73,7,Gilberto Gil,324780
1106,Tenho Sede,73,7,Gilberto Gil,261616
1107,Refazenda,73,7,Gilberto Gil,218305
1108,Realce,73,7,Gilberto Gil,264489
1109,Esotérico,73,7,Gilberto Gil,317779
1110,Drão,73,7,Gilberto Gil,301453
1111,A Paz,73,7,Gilberto Gil,293093
1112,Beira Mar,73,7,Gilberto Gil,295444
1113,Sampa,73,7,Gilberto Gil,225697
1114,Parabolicamará,73,7,Gilberto Gil,284943
1115,Tempo Rei,73,7,Gilberto Gil,302733
1116,Expresso 2222,73,7,Gilberto Gil,284760
1117,Aquele Abraço,73,7,Gilberto Gil,263993
1118,Palco,73,7,Gilberto Gil,270550
1119,Toda Menina Baiana,73,7,Gilberto Gil,278177
1120,Sítio Do Pica-Pau Amarelo,73,7,Gilberto Gil,218070
1133,American Idiot,89,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",174419
1134,"Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home",89,4,Billie Joe Armstrong/Green Day,548336
1135,Holiday,89,4,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",232724
1136,Boulevard Of Broken Dreams,89,4,"Mike Dint, Billie Joe, Tré Cool",260858
1137,Are We The Waiting,89,4,Green Day,163004
1138,St. Jimmy,89,4,Green Day,175307
1139,Give Me Novacaine,89,4,Green Day,205871
1140,"She's A Rebel",89,4,Green Day,120528
1141,Extraordinary Girl,89,4,Green Day,214021
1142,Letterbomb,89,4,Green Day,246151
1143,Wake Me Up When September Ends,89,4,"Mike Dint, Billie Joe, Tré Cool",285753
1144,"Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again",89,4,Mike Dirnt/Tré Cool,558602
1145,Whatsername,89,4,Green Day,252316
1146,Welcome to the Jungle,90,1,"",273552
1147,"It's So Easy",90,1,"",202824
1148,Nightrain,90,1,"",268537
1149,Out Ta Get Me,90,1,"",263893
1150,Mr. Brownstone,90,1,"",228924
1151,Paradise City,90,1,"",406347
1152,My Michelle,90,1,"",219961
1153,Think About You,90,1,"",231640
1154,"Sweet Child O' Mine",90,1,"",356424
1155,"You're Crazy",90,1,"",197135
1156,Anything Goes,90,1,"",206400
1157,Rocket Queen,90,1,"",375349
1158,Right Next Door to Hell,91,1,"",182321
1159,"Dust N' Bones",91,1,"",298374
1160,Live and Let Die,91,1,"",184016
1161,"Don't Cry (Original)",91,1,"",284744
1162,Perfect Crime,91,1,"",143637
1163,"You Ain't the First",91,1,"",156268
1164,Bad Obsession,91,1,"",328282
1165,Back off Bitch,91,1,"",303436
1166,"Double Talkin' Jive",91,1,"",203637
1167,November Rain,91,1,"",537540
1168,The Garden,91,1,"",322175
1169,Garden of Eden,91,1,"",161539
1170,"Don't Damn Me",91,1,"",318901
1171,Bad Apples,91,1,"",268351
1172,Dead Horse,91,1,"",257600
1173,Coma,91,1,"",616511
1174,Civil War,92,3,Duff McKagan/Slash/W. Axl Rose,461165
1175,14 Years,92,3,"Izzy Stradlin'/W. Axl Rose",261355
1176,Yesterdays,92,3,Billy/Del James/W. Axl Rose/West Arkeen,196205
1177,"Knockin' On Heaven's Door",92,3,Bob Dylan,336457
1178,Get In The Ring,92,3,Duff McKagan/Slash/W. Axl Rose,341054
1179,Shotgun Blues,92,3,W. Axl Rose,203206
1180,Breakdown,92,3,W. Axl Rose,424960
1181,Pretty Tied Up,92,3,"Izzy Stradlin'",287477
1182,Locomotive,92,3,Slash/W. Axl Rose,522396
1183,So Fine,92,3,Duff McKagan,246491
1184,Estranged,92,3,W. Axl Rose,563800
1185,You Could Be Mine,92,3,"Izzy Stradlin'/W. Axl Rose",343875
1186,"Don't Cry",92,3,"Izzy Stradlin'/W. Axl Rose",284238
1187,My World,92,3,W. Axl Rose,84532
1201,Different World,94,1,"",258692
1202,"These Colours Don't Run",94,1,"",412152
1203,Brighter Than a Thousand Suns,94,1,"",526255
1204,The Pilgrim,94,1,"",307593
1205,The Longest Day,94,1,"",467810
1206,Out of the Shadows,94,1,"",336896
1207,The Reincarnation of Benjamin Breeg,94,1,"",442106
1208,For the Greater Good of God,94,1,"",564893
1209,Lord of Light,94,1,"",444614
1210,The Legacy,94,1,"",562966
1211,Hallowed Be Thy Name (Live) [Non Album Bonus Track],94,1,"",431262
1212,The Number Of The Beast,95,3,Steve Harris,294635
1213,The Trooper,95,3,Steve Harris,235311
1214,Prowler,95,3,Steve Harris,255634
1215,Transylvania,95,3,Steve Harris,265874
1216,Remember Tomorrow,95,3,"Paul Di'Anno/Steve Harris",352731
1217,Where Eagles Dare,95,3,Steve Harris,289358
1218,Sanctuary,95,3,"David Murray/Paul Di'Anno/Steve Harris",293250
1219,Running Free,95,3,"Paul Di'Anno/Steve Harris",228937
1220,Run To The Hilss,95,3,Steve Harris,237557
1221,2 Minutes To Midnight,95,3,Adrian Smith/Bruce Dickinson,337423
1222,Iron Maiden,95,3,Steve Harris,324623
1223,Hallowed Be Thy Name,95,3,Steve Harris,471849
1224,Be Quick Or Be Dead,96,3,Bruce Dickinson/Janick Gers,196911
1225,From Here To Eternity,96,3,Steve Harris,259866
1226,Can I Play With Madness,96,3,Adrian Smith/Bruce Dickinson/Steve Harris,282488
1227,Wasting Love,96,3,Bruce Dickinson/Janick Gers,347846
1228,Tailgunner,96,3,Bruce Dickinson/Steve Harris,249469
1229,The Evil That Men Do,96,3,Adrian Smith/Bruce Dickinson/Steve Harris,325929
1230,Afraid To Shoot Strangers,96,3,Steve Harris,407980
1231,Bring Your Daughter... To The Slaughter,96,3,Bruce Dickinson,317727
1232,Heaven Can Wait,96,3,Steve Harris,448574
1233,The Clairvoyant,96,3,Steve Harris,269871
1234,Fear Of The Dark,96,3,Steve Harris,431333
1235,The Wicker Man,97,1,Adrian Smith/Bruce Dickinson/Steve Harris,275539
1236,Ghost Of The Navigator,97,1,Bruce Dickinson/Janick Gers/Steve Harris,410070
1237,Brave New World,97,1,Bruce Dickinson/David Murray/Steve Harris,378984
1238,Blood Brothers,97,1,Steve Harris,434442
1239,The Mercenary,97,1,Janick Gers/Steve Harris,282488
1240,Dream Of Mirrors,97,1,Janick Gers/Steve Harris,561162
1241,The Fallen Angel,97,1,Adrian Smith/Steve Harris,240718
1242,The Nomad,97,1,David Murray/Steve Harris,546115
1243,Out Of The Silent Planet,97,1,Bruce Dickinson/Janick Gers/Steve Harris,385541
1244,The Thin Line Between Love & Hate,97,1,David Murray/Steve Harris,506801
1245,Wildest Dreams,98,13,Adrian Smith/Steve Harris,232777
1246,Rainmaker,98,13,Bruce Dickinson/David Murray/Steve Harris,228623
1247,No More Lies,98,13,Steve Harris,441782
1248,Montsegur,98,13,Bruce Dickinson/Janick Gers/Steve Harris,350484
1249,Dance Of Death,98,13,Janick Gers/Steve Harris,516649
1250,Gates Of Tomorrow,98,13,Bruce Dickinson/Janick Gers/Steve Harris,312032
1251,New Frontier,98,13,Adrian Smith/Bruce Dickinson/Nicko McBrain,304509
1252,Paschendale,98,13,Adrian Smith/Steve Harris,508107
1253,Face In The Sand,98,13,Adrian Smith/Bruce Dickinson/Steve Harris,391105
1254,Age Of Innocence,98,13,David Murray/Steve Harris,370468
1255,Journeyman,98,13,Bruce Dickinson/David Murray/Steve Harris,427023
1256,Be Quick Or Be Dead,99,1,Bruce Dickinson/Janick Gers,204512
1257,From Here To Eternity,99,1,Steve Harris,218357
1258,Afraid To Shoot Strangers,99,1,Steve Harris,416496
1259,Fear Is The Key,99,1,Bruce Dickinson/Janick Gers,335307
1260,"Childhood's End",99,1,Steve Harris,280607
1261,Wasting Love,99,1,Bruce Dickinson/Janick Gers,350981
1262,The Fugitive,99,1,Steve Harris,294112
1263,Chains Of Misery,99,1,Bruce Dickinson/David Murray,217443
1264,The Apparition,99,1,Janick Gers/Steve Harris,234605
1265,Judas Be My Guide,99,1,Bruce Dickinson/David Murray,188786
1266,Weekend Warrior,99,1,Janick Gers/Steve Harris,339748
1267,Fear Of The Dark,99,1,Steve Harris,436976
1268,01 - Prowler,100,6,Steve Harris,236173
1269,02 - Sanctuary,100,6,"David Murray/Paul Di'Anno/Steve Harris",196284
1270,03 - Remember Tomorrow,100,6,Harris/Paul Di´Anno,328620
1271,04 - Running Free,100,6,Harris/Paul Di´Anno,197276
1272,05 - Phantom of the Opera,100,6,Steve Harris,428016
1273,06 - Transylvania,100,6,Steve Harris,259343
1274,07 - Strange World,100,6,Steve Harris,332460
1275,08 - Charlotte the Harlot,100,6,Murray  Dave,252708
1276,09 - Iron Maiden,100,6,Steve Harris,216058
1277,The Ides Of March,101,13,Steve Harris,105926
1278,Wrathchild,101,13,Steve Harris,174471
1279,Murders In The Rue Morgue,101,13,Steve Harris,258377
1280,Another Life,101,13,Steve Harris,203049
1281,Genghis Khan,101,13,Steve Harris,187141
1282,Innocent Exile,101,13,Di´Anno/Harris,232515
1283,Killers,101,13,Steve Harris,300956
1284,Prodigal Son,101,13,Steve Harris,372349
1285,Purgatory,101,13,Steve Harris,200150
1286,Drifter,101,13,Steve Harris,288757
1287,Intro- Churchill S Speech,102,13,"",48013
1288,Aces High,102,13,"",276375
1289,2 Minutes To Midnight,102,3,Smith/Dickinson,366550
1290,The Trooper,102,3,Harris,268878
1291,Revelations,102,3,Dickinson,371826
1292,Flight Of Icarus,102,3,Smith/Dickinson,229982
1293,Rime Of The Ancient Mariner,102,3,"",789472
1294,Powerslave,102,3,"",454974
1295,The Number Of The Beast,102,3,Harris,275121
1296,Hallowed Be Thy Name,102,3,Harris,451422
1297,Iron Maiden,102,3,Harris,261955
1298,Run To The Hills,102,3,Harris,231627
1299,Running Free,102,3,Harris/Di Anno,204617
1300,Wrathchild,102,13,Steve Harris,183666
1301,Acacia Avenue,102,13,"",379872
1302,Children Of The Damned,102,13,Steve Harris,278177
1303,Die With Your Boots On,102,13,Adrian Smith/Bruce Dickinson/Steve Harris,314174
1304,Phantom Of The Opera,102,13,Steve Harris,441155
1305,Be Quick Or Be Dead,103,1,"",233142
1306,The Number Of The Beast,103,1,"",294008
1307,Wrathchild,103,1,"",174106
1308,From Here To Eternity,103,1,"",284447
1309,Can I Play With Madness,103,1,"",213106
1310,Wasting Love,103,1,"",336953
1311,Tailgunner,103,1,"",247640
1312,The Evil That Men Do,103,1,"",478145
1313,Afraid To Shoot Strangers,103,1,"",412525
1314,Fear Of The Dark,103,1,"",431542
1315,Bring Your Daughter... To The Slaughter...,104,1,"",376711
1316,The Clairvoyant,104,1,"",262426
1317,Heaven Can Wait,104,1,"",440555
1318,Run To The Hills,104,1,"",235859
1319,2 Minutes To Midnight,104,1,Adrian Smith/Bruce Dickinson,338233
1320,Iron Maiden,104,1,"",494602
1321,Hallowed Be Thy Name,104,1,"",447791
1322,The Trooper,104,1,"",232672
1323,Sanctuary,104,1,"",318511
1324,Running Free,104,1,"",474017
1325,Tailgunner,105,3,Bruce Dickinson/Steve Harris,255582
1326,Holy Smoke,105,3,Bruce Dickinson/Steve Harris,229459
1327,No Prayer For The Dying,105,3,Steve Harris,263941
1328,Public Enema Number One,105,3,Bruce Dickinson/David Murray,254197
1329,Fates Warning,105,3,David Murray/Steve Harris,250853
1330,The Assassin,105,3,Steve Harris,258768
1331,Run Silent Run Deep,105,3,Bruce Dickinson/Steve Harris,275408
1332,Hooks In You,105,3,Adrian Smith/Bruce Dickinson,247510
1333,Bring Your Daughter... ...To The Slaughter,105,3,Bruce Dickinson,284238
1334,Mother Russia,105,3,Steve Harris,332617
1335,Where Eagles Dare,106,3,Steve Harris,369554
1336,Revelations,106,3,Bruce Dickinson,408607
1337,Flight Of The Icarus,106,3,Adrian Smith/Bruce Dickinson,230269
1338,Die With Your Boots On,106,3,Adrian Smith/Bruce Dickinson/Steve Harris,325694
1339,The Trooper,106,3,Steve Harris,251454
1340,Still Life,106,3,David Murray/Steve Harris,294347
1341,Quest For Fire,106,3,Steve Harris,221309
1342,Sun And Steel,106,3,Adrian Smith/Bruce Dickinson,206367
1343,To Tame A Land,106,3,Steve Harris,445283
1344,Aces High,107,3,Harris,269531
1345,2 Minutes To Midnight,107,3,Smith/Dickinson,359810
1346,Losfer Words,107,3,Steve Harris,252891
1347,Flash of The Blade,107,3,Dickinson,242729
1348,Duelists,107,3,Steve Harris,366471
1349,Back in the Village,107,3,Dickinson/Smith,320548
1350,Powerslave,107,3,Dickinson,407823
1351,Rime of the Ancient Mariner,107,3,Harris,816509
1352,Intro,108,3,"",115931
1353,The Wicker Man,108,3,Adrian Smith/Bruce Dickinson/Steve Harris,281782
1354,Ghost Of The Navigator,108,3,Bruce Dickinson/Janick Gers/Steve Harris,408607
1355,Brave New World,108,3,Bruce Dickinson/David Murray/Steve Harris,366785
1356,Wrathchild,108,3,Steve Harris,185808
1357,2 Minutes To Midnight,108,3,Adrian Smith/Bruce Dickinson,386821
1358,Blood Brothers,108,3,Steve Harris,435513
1359,Sign Of The Cross,108,3,Steve Harris,649116
1360,The Mercenary,108,3,Janick Gers/Steve Harris,282697
1361,The Trooper,108,3,Steve Harris,273528
1362,Dream Of Mirrors,109,1,Janick Gers/Steve Harris,578324
1363,The Clansman,109,1,Steve Harris,559203
1364,The Evil That Men Do,109,3,Adrian Smith/Bruce Dickinson/Steve Harris,280737
1365,Fear Of The Dark,109,1,Steve Harris,460695
1366,Iron Maiden,109,1,Steve Harris,351869
1367,The Number Of The Beast,109,1,Steve Harris,300434
1368,Hallowed Be Thy Name,109,1,Steve Harris,443977
1369,Sanctuary,109,1,"David Murray/Paul Di'Anno/Steve Harris",317335
1370,Run To The Hills,109,1,Steve Harris,292179
1371,Moonchild,110,3,Adrian Smith; Bruce Dickinson,340767
1372,Infinite Dreams,110,3,Steve Harris,369005
1373,Can I Play With Madness,110,3,Adrian Smith; Bruce Dickinson; Steve Harris,211043
1374,The Evil That Men Do,110,3,Adrian Smith; Bruce Dickinson; Steve Harris,273998
1375,Seventh Son of a Seventh Son,110,3,Steve Harris,593580
1376,The Prophecy,110,3,Dave Murray; Steve Harris,305475
1377,The Clairvoyant,110,3,Adrian Smith; Bruce Dickinson; Steve Harris,267023
