NR_PROCESSO,NR_OUTRAS_REF,CD_EXPORTADOR,CD_IMPORTADOR,CD_DESPACHANTE,CD_AGENTE,CD_INCOTERM,CD_PAIS_DESTINO,CD_MOEDA,CD_VIA_TRANSPORTE,CD_TRANSPORTADORA,CD_SEGURADORA,CD_REPRESENTANTE,CD_LOCAL_ORIGEM,CD_LOCAL_DESTINO,CD_URF_DESPACHO,CD_URF_DESTINO,CD_TERMO_PAGTO,CD_FORMA_PAGTO,CD_LINGUA_PEDIDO,CD_TIPO_FRETE,CD_USUARIO,CD_CARTA_CREDITO,CD_INST_NEGOC,CD_CONSIGNATARIO,CD_NOTIFY1,CD_NOTIFY2,DT_REGISTRO_PEDIDO,DT_FATURA,IN_DRAWBACK,NR_LI,NR_FATURA,QT_TOTAL_ITENS,TX_INF_EMBALAGEM,TX_MARCACAO_VOLUME,TX_TERMO_PAGTO,TX_DECL_ADICIONAL,TX_DECL_EXPORTADOR,TP_NOTIFY1,TP_NOTIFY2,TP_CONSIGNATARIO,VL_FRETE,VL_SEGURO,VL_PESO_BRUTO,VL_PESO_LIQUIDO,VL_DESCONTO,VL_COMISSAO_PERCENT,VL_TOT_ORIGEM,VL_TOT_CUBAGEM,VL_TOT_FOB,VL_TOT_COM_AGENTE,VL_TOT_QTDE_PROD,VL_TOT_QTDE_EMBALAGEM,VL_TOT_MCV,VL_TOT_EXW,VL_TX_CAMBIO,VL_TOT_CONTAINER,VL_TOT_PALLETS,VL_TOT_DESPESA,NR_SD,NR_CERTIFICADO,CD_LOCAL_EMISSAO,CD_ACORDO,CD_NORMAS,TX_OBSERVACAO,TX_CABECALHO,IN_ACORDO_ITENS,IN_NORMAS_ITENS,DT_SD,IN_FABR_EXPO,CD_FABRICANTE,CD_PAIS_ORIGEM,TP_COPIA,CD_COPIA,TP_DOCUMENTO,CD_DOCUMENTO,IN_ACORDO2_ITENS,IN_NORMAS2_ITENS,CD_ACORDO2,CD_NORMAS2,CD_PAIS_ORIG,IN_VENDA_INCOTERM,TX_MERCADORIA_BL,IN_DECL_AD_INSTR_EMB,IN_DECL_AD_PACKING_LIST,CD_BANCO_SAQUE_BORDERO,NR_DDE,IN_REFERENCIA_FAT_INST,DT_REG_DDE,IN_ETIQUETA,CD_ENQUAD_OP,VL_SEM_COBERTURA_CAMBIAL,TX_DECL_ADIC_INST_EMB,TX_CRIT_ORIG_FORM_A,CD_LOCAL_DESPACHO,VL_ACRESCIMO,DT_AVISO_EMBARQUE,TP_POS_AD,in_num_fat_auto,IN_MONTADO,IN_SELECIONADO,VL_FRETE_INT,TX_LOGOMARCA,CD_BANCO_SAQUE,VL_INLAND_FREIGHT,IN_DUE,IN_REC_ALFANDEGADO_DESPACHO,CD_REC_ALFANDEGADO_DESPACHO,NM_REF_END_REC_ALFAND_DESPACHO,CD_REC_ALFANDEGADO_EMBARQUE,IN_UM_ENQUAD_POR_PROC,TX_INFORMACOES_ADICIONAIS,CD_STATUS_DUE,DT_ENVIO_DUE,CD_CHAVE_ACESSO_DUE,TX_MARCACAO_VOLUME_ESP,IN_TIPO_DOCUMENTO_DUE,NR_PROCESSSO_ADM_IMP,DT_PRAZO_VALIDADE_EXP_TEMP,TX_MOTIVO_RETIFICACAO,QT_DIAS_PRAZO_VALIDADE_EXP_TEMP,IN_REC_ALFANDEGADO_EMBARQUE,NM_REF_END_REC_ALFAND_EMBARQUE,TIPOACORDOCOEMRCIAL_ID
0102EG-001690-25  ,NULL,02362,28223,001,NULL,FOB,858,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2025-09-10 09:36:22.403,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80380,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931321,,8931321,0,0102EG-001690-25  MV SAKIZAYA ZEST - MILHO - SANTOS - DESTINO: VIETNAM. EG-001690-25 - COMISSARIA: INDAIA LOGISTICA INTERNACIONAL LTDA.   DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - Contatos: (13) 3211-4000 - Ramal 4055 - Celular: +55 13 99116-8754 (Edgar) ou +55 13 97412-5888 (Denilson),200,2025-09-10 09:40:48.000,25OFZ151275691,NULL,3,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-1930-02    ,NULL,00005,00718,NULL,NULL,FCA,158,220,07,NULL,NULL,NULL,0016,0009,NULL,NULL,000013,NULL,2,0,NULL,NULL,NULL,00718,00718,NULL,2002-06-27 00:00:00.000,2002-06-27 00:00:00.000,0,NULL,SAM-450/02,003,03 BOMBONAS ,BRASIL/BASF  BASF ARGENTINA  SAM-450/02,NULL,"""MUESTRA SIN VALOR COMERCIAL""",CERTIFICAMOS QUE TODOS LOS DATOS CONTENIDOS EN ESTA FACTURA SON EXACTOS Y CORRECTOS. ,0,NULL,0,0,0,727,690,0,0,0,"0,979",690,0,690,3,690,690,0,0,0,0,NULL,NULL,   ,NULL,NULL,    ,NULL,0,0,NULL,2,00007,105,NULL,NULL,0,00718,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,NULL,     ,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-0091-13    ,NULL,00044,13005,   ,0827,CPT,850,220,04,NULL,NULL,NULL,0111,0116,0817700,0817700,000027,1,2,1,1464,NULL,NULL,NULL,NULL,NULL,2013-02-08 00:00:00.000,NULL,0,NULL,NULL,001, , , , ,,NULL,NULL,NULL,"2311,65",0,"2101,4",1975,0,10,0,0,26939,"2693,9",1975,0,"29250,65",26939,0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-006428-14  ,NULL,00393,10254,NULL,0338,CFR,063,790,01,0523,NULL,NULL,0002,0010,0817800,0817800,000005,NULL,2,1,2187,NULL,31800,10254,10254,NULL,2014-08-27 00:00:00.000,NULL,1,NULL,70481327,001,,,,,,0,NULL,0,"1847,1",0,"51183,12",49028,0,NULL,0,0,"61543,8",0,"9335,92",0,"63390,9","63390,9",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00393,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1,,1,1,NULL,NULL,0,NULL,NULL,80000,0,ENVIO DE DOCUMENTOS (ORIGINAIS\COPIAS)  VASA - VIDRIERIA ARGENTINA S.A AV. ANTARTIDA ARGENTINA Y VIAS F. ROCA CP 1836 LLAVALLOL BUENOS AIRES ARGENTINA ,,NULL,0,NULL,1,0,1,1,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-000274-21  ,NULL,01876,28663,NULL,1123,EXW,589,220,04,NULL,NULL,NULL,0111,0046,0817700,0817700,000005,NULL,2,0,NULL,NULL,NULL,28663,28663,NULL,2021-02-22 00:00:00.000,2021-02-17 00:00:00.000,0,NULL,000182/21,004,21 PALETAS DE MADERA TRATADA,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA - PROCEDENCIA BRASIL SAINT-GOBAIN ABRASIVOS PERU LIMA - PERU CDE 0182/21 , , ,,0,NULL,0,0,0,14502,14106,0,0,0,"26,8015","87666,4",0,297750,0,"87666,4","87666,4",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,  , ,NULL,0,NULL,1,0,0,0,0,logo_sg2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-000433-22  ,NULL,00044,11042,003,0140,FCA,365,220,NULL,NULL,     ,00271,NULL,NULL,0817700,0817700,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-01 17:22:54.490,NULL,0,NULL,NULL,NULL,,,,,,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,,,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8921101,,8921101,1,0102EA-000433-22,200,2022-04-01 17:25:05.000,22CGC072921464,,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-004324-20  ,NULL,00393,10263,003,1207,FCA,586,220,07,0626,NULL,NULL,0935,0091,0917500,0917500,000005,NULL,2,1,NULL,NULL,NULL,10263,10263,NULL,2020-10-21 00:00:00.000,NULL,1,NULL,70915942,001, , , , ,,0,NULL,0,0,0,"24787,46","24087,46",0,NULL,0,0,"14352,55",0,"2496,096",0,"14352,55","14352,55",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,00393,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1, ,1,1,NULL,NULL,0,NULL,NULL,80000,0, , ,NULL,0,2020-10-22 00:00:00.000,1,0,0,0,0,,NULL,NULL,1,1,1933101,NULL,1933101,1,0102ER-004324-20,200,2020-10-21 11:14:12.000,20NPL042047115, ,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-002538-18  ,NULL,00393,10254,NULL,0338,CFR,063,790,01,1302,NULL,NULL,0002,0010,0817800,0817800,000005,NULL,2,1,NULL,NULL,NULL,10254,10254,NULL,2018-04-04 00:00:00.000,NULL,1,NULL,70756645,001, , , , ,,0,NULL,0,"2093,99",0,"23797,12","23095,07",0,NULL,0,0,"35483,38",0,"4398,82512",0,"37577,37","37577,37",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,00393,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1, ,1,1,NULL,NULL,0,NULL,NULL,80000,0, , ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0202ER-000120-17  ,NULL,01891,08099,   ,NULL,CPT,063,220,07,NULL,NULL,NULL,0302,0010,1010900,1010900,000053,NULL,2,1,4083,NULL,31800,NULL,NULL,NULL,2017-11-13 00:00:00.000,NULL,0,NULL,NULL,001, , , , ,,NULL,NULL,NULL,"8538,33",0,"27153,478","27153,478",0,0,0,0,"27502,56",0,30185,0,"36040,89","27502,56",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-007786-21  ,NULL,02948,06327,031,0003,FCA,521,220,01,NULL,NULL,NULL,NULL,2432,0817800,0817800,000203,NULL,1,0,NULL,NULL,NULL,06327,06327,NULL,2021-06-02 00:00:00.000,2021-06-08 00:00:00.000,1,NULL,NES088969/2021,001,,Compania Centroamericana de Productos Lacteos S.A 4566336092 MATAGALPA NICARAGUA NESTLE BRASIL LTDA.,,,,0,NULL,0,0,0,9534,7980,0,NULL,0,"60,06",41118,0,42,0,41118,41118,0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931359,NULL,8931359,1,0102EM-007786-21 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,200,2021-06-08 14:50:07.000,21FUL054537684,Compania Centroamericana de Productos Lacteos S.A 4566336092 MATAGALPA NICARAGUA NESTLE BRASIL LTDA.,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-000419-17  ,NULL,01597,11033,NULL,1203,FCA,097,220,07,1055,NULL,NULL,0928,0592,0145200,0145200,000005,NULL,2,0,NULL,NULL,33600,11033,11033,NULL,2017-02-08 00:00:00.000,NULL,1,NULL,70663653,002, , , , ,,0,NULL,0,0,0,"25294,79","25294,79",0,NULL,0,0,"4388,71",0,"1045,44",0,"4388,71","4388,71",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,0,01597,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0, , ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-001684-23  ,NULL,03179,33429,003,NULL,EXW,097,220,NULL,NULL,     ,02891,0016,0592,0147600,0147600,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-10 12:04:18.450,NULL,0,NULL,NULL,NULL, , , , ,,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0, , ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,1933101,,1933101,1,"0102ER-001684-23 -  CLOVIS SEBASTIAO COELHO CPF. 136.502.708-20, REG. 1D.00.024 HELLEM CRISTINA CLARO CUPERTINO,CPF.525.658.741-20,REG.1D.00.140 AJUDANTE DE DESPACHANTE ADUANEIRO: LUIS MARCOS DE CARVALHO, CPF. 497.083.761-91 REG: 1A.00.278",200,2023-04-10 12:06:01.000,23WQK095239692, ,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-0623-12    ,NULL,00044,11056,   ,0397,EXW,750,220,04,NULL,NULL,NULL,0125,0607,0817600,0817600,000014,NULL,1,0,2187,NULL,NULL,NULL,NULL,NULL,2012-04-18 00:00:00.000,NULL,0,NULL,NULL,001, , , , ,,NULL,NULL,NULL,0,0,420,375,0,0,0,0,"4917,06",0,375,0,"4917,06","4917,06",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,NULL,NULL, , ,NULL,0,2012-04-25 00:00:00.000,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-002371-14  ,NULL,00500,08080,   ,0001,CPT,239,220,04,NULL,NULL,NULL,0111,0078,0817700,0817700,000074,NULL,2,1,1736,NULL,35900,08080,08080,NULL,2014-10-23 00:00:00.000,2014-10-23 00:00:00.000,0,NULL,ECU 1773471,001, , , , ,,0,NULL,0,"462,5",0,185,150,0,0,0,"0,675",4771,0,150,0,"5233,5","5233,5",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-003377-15  ,NULL,01702,18805,   ,0036,FCA,023,220,04,NULL,NULL,     ,0125,0001,0817600,0817600,000014,NULL,0,0,3837,NULL,     ,NULL,NULL,NULL,2015-11-13 00:00:00.000,NULL,0,NULL,0080376021,005, , , , ,,NULL,NULL,NULL,0,0,"17,9","11,94",0,0,0,0,"4842,62",0,40760,0,"4842,62","4842,62",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,155,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,           ,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,0,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-005862-21  ,NULL,03116,31400,031,NULL,CIP,063,790,NULL,NULL,     ,     ,NULL,NULL,1017500,1017500,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2021-11-22 10:19:14.137,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0603201,,0603201,1,0102ER-005862-21 * EC-533/21 * PRESTADORA DO SERVICO: RCR ASSESSORIA ADRUANEIRA E REPRESENTAÇÕES - DESPACHANTES AUTORIZADOS:REINALDO PADILHA DA SILVA :REG. 10D.01.845 - CPF 700.798.110-00 ,200,2021-11-22 11:30:31.000,21RRL064888196,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-007390-23  ,NULL,02869,NULL,031,NULL,FOB,580,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-28 17:13:18.147,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931359,,8931359,1,0102EM-007390-23,200,2023-06-28 17:16:03.000,23EMV100161510,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0202EM-0160-13    ,NULL,01990,13111,   ,0023,CFR,087,220,01,NULL,NULL,NULL,0431,0005,0717800,0717800,000019,NULL,1,1,2737,NULL,NULL,NULL,NULL,NULL,2013-04-30 00:00:00.000,NULL,0,NULL,NULL,004, , , , ,,NULL,NULL,NULL,"573,415",0,"16631,01",16000,0,0,0,0,"16277,58",0,16,0,16851,"16277,58",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80116,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-004504-19  ,NULL,00785,05991,003,0031,FCA,647,220,01,NULL,NULL,NULL,0002,0468,0817800,0817800,000203,NULL,2,0,NULL,NULL,NULL,05991,24818,NULL,2019-06-24 00:00:00.000,2019-06-18 14:50:01.623,1,NULL,NES076302/2019,001,,NESTLE DOMINICANA S.A 4560263439 CAUCEDO Rep. Dominicana NESTLE BRASIL LTDA,,,,0,NULL,0,0,0,"7705,6","6451,2",0,NULL,0,"10,773","13148,8",0,448,0,"13148,8","13148,8",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00785,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8932778,NULL,8931359,1,0102EM-004504-19 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22| AJUDANTES:  DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 | SERGIO MARQUES DE JESUS: PROC. 11128.728458/2014-11 - CPF 080.475.918-94  |,200,2019-06-27 13:23:35.000,19GWZ019082437,NESTLE DOMINICANA S.A 4560263439 CAUCEDO Rep. Dominicana NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-002577-22  ,NULL,02869,27321,031,NULL,FOB,249,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2022-02-23 09:12:18.053,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931356,,8931356,1,EM-002577-22,200,2022-02-23 09:33:58.000,22MER070493201,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0702JA-1521-13    ,NULL,NULL,NULL,NULL,0036,NULL,493,220,NULL,NULL,NULL,NULL,0111,0217,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-04 16:42:16.723,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1338,1296,0,0,0,0,"57674,67",0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,0,NULL,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-000585-16  ,NULL,01874,07172,NULL,1161,EXW,097,220,07,NULL,07368,NULL,0125,0741,0145200,0145200,000005,0,2,0,2006,NULL,33600,07172,07172,NULL,2016-03-01 00:00:00.000,2016-03-01 00:00:00.000,0,NULL,000177/16,042,01 CAJA DE CARTON Y 38 PALETAS DE MADERA TRATADA ,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA    PROCEDENCIA BRASIL FERROTODO LTDA SANTA CRUZ DE LA SIERRA - BOLIVIA  CDE 0177/16, , ,,0,NULL,0,0,0,21595,20454,"2415,15",6,0,"41,9666","136233,75","8174,02",5790,0,"136233,75","138648,9",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0, , ,NULL,0,NULL,1,0,1,1,0,logo_sg1.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-011090-17  ,NULL,00044,13797,   ,0024,FOB,249,220,01,NULL,NULL,NULL,0002,0044,0817800,0817800,000014,NULL,1,0,1464,NULL,NULL,NULL,NULL,NULL,2017-11-14 00:00:00.000,NULL,0,NULL,NULL,001, , , , ,,NULL,NULL,NULL,0,0,7436,6800,0,0,0,0,170000,0,6800,0,170000,170000,0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-010159-20  ,NULL,00393,10254,NULL,0021,CFR,063,790,01,0735,NULL,NULL,0002,0010,0817800,0817800,000005,NULL,2,1,NULL,NULL,31800,10254,10254,NULL,2020-10-23 00:00:00.000,NULL,1,NULL,70913434,001,,,,,,0,NULL,0,"2370,06",0,"23952,834","23318,82",0,NULL,0,0,"46621,67",0,"4553,28",0,"48991,73","48991,73",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00393,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1,,1,1,NULL,NULL,0,NULL,NULL,81101,0,,,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20BPS040182848,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
